"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Age","Poss","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","Url"
"84",2023,"Strasbourg","Ligue 1","team",29,28.3,45.9,32,352,2880,32,40,23,63,37,3,5,66,6,39.2,35,26.6,61.6,496,1158,1.25,0.72,1.97,1.16,1.87,1.23,0.83,2.06,1.1,1.93,"https://fbref.com/en/squads/c0d3eab4/Strasbourg-Stats"
"85",2023,"Stuttgart","Bundesliga","team",30,25.4,49.4,29,319,2610,29,36,28,64,33,3,3,65,5,38.1,35.8,31.5,67.3,530,1050,1.24,0.97,2.21,1.14,2.1,1.32,1.09,2.4,1.23,2.32,"https://fbref.com/en/squads/598bc722/Stuttgart-Stats"
"86",2023,"Torino","Serie A","team",28,26.1,53,31,341,2790,31,32,26,58,30,2,2,70,0,33.6,32.1,27.5,59.6,531,1094,1.03,0.84,1.87,0.97,1.81,1.08,0.89,1.97,1.03,1.92,"https://fbref.com/en/squads/105360fe/Torino-Stats"
"87",2023,"Tottenham","Premier League","team",27,28.4,50.3,32,352,2880,32,56,37,93,52,4,5,67,3,46.4,42.5,34.4,76.9,595,1260,1.75,1.16,2.91,1.62,2.78,1.45,1.07,2.53,1.33,2.4,"https://fbref.com/en/squads/361ca564/Tottenham-Hotspur-Stats"
"88",2023,"Toulouse","Ligue 1","team",29,25.9,50.6,32,352,2880,32,47,31,78,43,4,4,55,3,44.7,41.6,30.8,72.4,516,1422,1.47,0.97,2.44,1.34,2.31,1.4,0.96,2.36,1.3,2.26,"https://fbref.com/en/squads/3f8c4b5f/Toulouse-Stats"
"89",2023,"Troyes","Ligue 1","team",30,26.6,43.4,32,352,2880,32,39,23,62,34,5,5,51,4,36,32.5,25.5,57.9,543,1082,1.22,0.72,1.94,1.06,1.78,1.12,0.8,1.92,1.02,1.81,"https://fbref.com/en/squads/54195385/Troyes-Stats"
"90",2023,"Udinese","Serie A","team",27,26.8,48.1,31,341,2790,31,41,36,77,40,1,2,71,1,41.1,39.6,32.4,72,554,1165,1.32,1.16,2.48,1.29,2.45,1.32,1.05,2.37,1.28,2.32,"https://fbref.com/en/squads/04eea015/Udinese-Stats"
"91",2023,"Union Berlin","Bundesliga","team",28,28.6,43.1,29,319,2610,29,42,31,73,39,3,7,53,2,32.1,26.6,20.7,47.3,303,829,1.45,1.07,2.52,1.34,2.41,1.11,0.71,1.82,0.92,1.63,"https://fbref.com/en/squads/7a41008f/Union-Berlin-Stats"
"92",2023,"Valencia","La Liga","team",28,24.9,54,30,330,2700,30,30,16,46,25,5,8,75,6,38.1,31.8,24.8,56.6,602,1172,1,0.53,1.53,0.83,1.37,1.27,0.83,2.1,1.06,1.89,"https://fbref.com/en/squads/dcc91a7b/Valencia-Stats"
"93",2023,"Valladolid","La Liga","team",35,28.4,47.5,30,330,2700,30,26,21,47,25,1,2,76,5,29,27.5,21.9,49.3,478,955,0.87,0.7,1.57,0.83,1.53,0.97,0.73,1.7,0.92,1.64,"https://fbref.com/en/squads/17859612/Valladolid-Stats"
"94",2023,"Villarreal","La Liga","team",31,29.4,55.7,30,330,2700,30,38,23,61,34,4,5,72,4,45.3,41.4,32.9,74.3,659,1262,1.27,0.77,2.03,1.13,1.9,1.51,1.1,2.61,1.38,2.48,"https://fbref.com/en/squads/2a8183b3/Villarreal-Stats"
"95",2023,"Werder Bremen","Bundesliga","team",24,28.1,50.5,29,319,2610,29,46,33,79,41,5,6,60,1,35.9,31.2,24.7,55.9,362,1008,1.59,1.14,2.72,1.41,2.55,1.24,0.85,2.09,1.07,1.93,"https://fbref.com/en/squads/62add3bf/Werder-Bremen-Stats"
"96",2023,"West Ham","Premier League","team",25,28.9,42.2,31,341,2790,31,32,19,51,26,6,8,39,0,41.2,35.7,26.8,62.5,507,1048,1.03,0.61,1.65,0.84,1.45,1.33,0.86,2.19,1.15,2.02,"https://fbref.com/en/squads/7c21e445/West-Ham-United-Stats"
"97",2023,"Wolfsburg","Bundesliga","team",27,25.5,50.3,29,319,2610,29,49,38,87,45,4,7,55,0,42.9,37.4,31.9,69.3,391,1090,1.69,1.31,3,1.55,2.86,1.48,1.1,2.58,1.29,2.39,"https://fbref.com/en/squads/4eaa11d7/Wolfsburg-Stats"
"98",2023,"Wolves","Premier League","team",31,27.4,50.7,32,352,2880,32,25,11,36,23,2,2,69,6,31.6,30.1,22.3,52.4,530,1199,0.78,0.34,1.13,0.72,1.06,0.99,0.7,1.69,0.94,1.64,"https://fbref.com/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats"
